funding_timestamp,funding_rate,symbol,source
2024-09-03T08:00:00Z,3.98930670755e-05,BTCUSDT,okx
2024-09-03T16:00:00Z,1.4611624776e-05,BTCUSDT,okx
2024-09-04T00:00:00Z,7.51686428273e-05,BTCUSDT,okx
2024-09-04T08:00:00Z,3.08939191333e-05,BTCUSDT,okx
2024-09-04T16:00:00Z,5.67807105588e-05,BTCUSDT,okx
2024-09-05T00:00:00Z,-1.58687610406e-05,BTCUSDT,okx
2024-09-05T08:00:00Z,-5.29861906581e-05,BTCUSDT,okx
2024-09-05T16:00:00Z,3.04952916933e-05,BTCUSDT,okx
2024-09-06T00:00:00Z,2.360580608e-05,BTCUSDT,okx
2024-09-06T08:00:00Z,1.57376279863e-05,BTCUSDT,okx
2024-09-06T16:00:00Z,5.87950439896e-05,BTCUSDT,okx
2024-09-07T00:00:00Z,4.21486244442e-05,BTCUSDT,okx
2024-09-07T08:00:00Z,1.64643142767e-05,BTCUSDT,okx
2024-09-07T16:00:00Z,-8.97420457905e-05,BTCUSDT,okx
2024-09-08T00:00:00Z,-8.24314079731e-05,BTCUSDT,okx
2024-09-08T08:00:00Z,-7.81938725908e-05,BTCUSDT,okx
2024-09-08T16:00:00Z,2.72668752144e-05,BTCUSDT,okx
2024-09-09T00:00:00Z,-2.4874434833e-06,BTCUSDT,okx
2024-09-09T08:00:00Z,1.42057496133e-05,BTCUSDT,okx
2024-09-09T16:00:00Z,-1.23258189239e-05,BTCUSDT,okx
2024-09-10T00:00:00Z,-3.69741721276e-05,BTCUSDT,okx
2024-09-10T08:00:00Z,-5.06565601329e-05,BTCUSDT,okx
2024-09-10T16:00:00Z,-1.89943663716e-05,BTCUSDT,okx
2024-09-11T00:00:00Z,4.90247870994e-05,BTCUSDT,okx
2024-09-11T08:00:00Z,2.15921637809e-05,BTCUSDT,okx
2024-09-11T16:00:00Z,2.7827950045e-06,BTCUSDT,okx
2024-09-12T00:00:00Z,6.21665050394e-05,BTCUSDT,okx
2024-09-12T08:00:00Z,2.0840995992e-06,BTCUSDT,okx
2024-09-12T16:00:00Z,-1.95010774571e-05,BTCUSDT,okx
2024-09-13T00:00:00Z,-1.99637698601e-05,BTCUSDT,okx
2024-09-13T08:00:00Z,-3.90285415843e-05,BTCUSDT,okx
2024-09-13T16:00:00Z,-4.1572742648e-06,BTCUSDT,okx
2024-09-14T00:00:00Z,2.31877284869e-05,BTCUSDT,okx
2024-09-14T08:00:00Z,2.5360763101e-06,BTCUSDT,okx
2024-09-14T16:00:00Z,-8.5594648367e-06,BTCUSDT,okx
2024-09-15T00:00:00Z,8.74846138695e-05,BTCUSDT,okx
2024-09-15T08:00:00Z,5.75381549331e-05,BTCUSDT,okx
2024-09-15T16:00:00Z,4.855951192e-07,BTCUSDT,okx
2024-09-16T00:00:00Z,-1.9662835988e-05,BTCUSDT,okx
2024-09-16T08:00:00Z,3.05816719728e-05,BTCUSDT,okx
2024-09-16T16:00:00Z,7.1445326969e-05,BTCUSDT,okx
2024-09-17T00:00:00Z,7.81578316568e-05,BTCUSDT,okx
2024-09-17T08:00:00Z,4.14237654257e-05,BTCUSDT,okx
2024-09-17T16:00:00Z,5.31822955174e-05,BTCUSDT,okx
2024-09-18T00:00:00Z,5.14960618758e-05,BTCUSDT,okx
2024-09-18T08:00:00Z,2.04907374973e-05,BTCUSDT,okx
2024-09-18T16:00:00Z,0.0001488576620223,BTCUSDT,okx
2024-09-19T00:00:00Z,1.7896070803e-05,BTCUSDT,okx
2024-09-19T08:00:00Z,9.71763690324e-05,BTCUSDT,okx
2024-09-19T16:00:00Z,0.0001213923775295,BTCUSDT,okx
2024-09-20T00:00:00Z,9.86915990237e-05,BTCUSDT,okx
2024-09-20T08:00:00Z,4.83032755125e-05,BTCUSDT,okx
2024-09-20T16:00:00Z,0.0001699425424424,BTCUSDT,okx
2024-09-21T00:00:00Z,9.19904608526e-05,BTCUSDT,okx
2024-09-21T08:00:00Z,0.0001186803662374,BTCUSDT,okx
2024-09-21T16:00:00Z,1.04767858378e-05,BTCUSDT,okx
2024-09-22T00:00:00Z,0.000123370011453,BTCUSDT,okx
2024-09-22T08:00:00Z,2.02039555224e-05,BTCUSDT,okx
2024-09-22T16:00:00Z,3.154258809e-06,BTCUSDT,okx
2024-09-23T00:00:00Z,3.23320761356e-05,BTCUSDT,okx
2024-09-23T08:00:00Z,0.0001217631876939,BTCUSDT,okx
2024-09-23T16:00:00Z,5.65786288504e-05,BTCUSDT,okx
2024-09-24T00:00:00Z,6.81261311599e-05,BTCUSDT,okx
2024-09-24T08:00:00Z,3.58409204677e-05,BTCUSDT,okx
2024-09-24T16:00:00Z,0.0001160284266456,BTCUSDT,okx
2024-09-25T00:00:00Z,5.98740941283e-05,BTCUSDT,okx
2024-09-25T08:00:00Z,4.83373813639e-05,BTCUSDT,okx
2024-09-25T16:00:00Z,9.02764904416e-05,BTCUSDT,okx
2024-09-26T00:00:00Z,9.90408638965e-05,BTCUSDT,okx
2024-09-26T08:00:00Z,6.10484398925e-05,BTCUSDT,okx
2024-09-26T16:00:00Z,6.34054161057e-05,BTCUSDT,okx
2024-09-27T00:00:00Z,-1.03034882538e-05,BTCUSDT,okx
2024-09-27T08:00:00Z,4.71269452703e-05,BTCUSDT,okx
2024-09-27T16:00:00Z,-4.7383434333e-05,BTCUSDT,okx
2024-09-28T00:00:00Z,-4.92725599678e-05,BTCUSDT,okx
2024-09-28T08:00:00Z,4.27053927793e-05,BTCUSDT,okx
2024-09-28T16:00:00Z,3.34076325126e-05,BTCUSDT,okx
2024-09-29T00:00:00Z,4.70194106773e-05,BTCUSDT,okx
2024-09-29T08:00:00Z,8.56210476412e-05,BTCUSDT,okx
2024-09-29T16:00:00Z,8.30494125887e-05,BTCUSDT,okx
2024-09-30T00:00:00Z,6.66211109008e-05,BTCUSDT,okx
2024-09-30T08:00:00Z,6.87009201181e-05,BTCUSDT,okx
